id_case,activity,enabled_time,start_time,end_time,role,resource,wip_wait,wip_start,wip_end,wip_activity,ro_total,ro_single,queue,prefix,attribute_case,attribute_event
61,Activity F,2023-11-28 10:53:11.598680,2023-11-28 10:53:11.598680,2023-11-28 10:54:05.410317,R5,R5,2,2,2,2,[],1.0,53.811636617713404,"['Activity E', 'Activity F']",{},{}
62,Activity F,2023-11-28 10:52:40.848669,2023-11-28 10:52:40.848669,2023-11-28 10:55:31.425138,R6,R6,2,2,2,1,[],1.0,170.57646932699348,"['Activity E', 'Activity F']",{},{}
64,Activity E,2023-11-28 10:54:05.410317,2023-11-28 10:54:05.410317,2023-11-28 10:55:48.360201,R5,R5,2,2,2,1,[],1.0,102.94988444091544,['Activity E'],{},{}
65,Activity E,2023-11-28 10:55:31.425138,2023-11-28 10:55:31.425138,2023-11-28 10:56:24.690522,R6,R6,2,2,2,2,[],1.0,53.26538389200419,['Activity E'],{},{}
66,Activity E,2023-11-28 10:56:24.690522,2023-11-28 10:56:24.690522,2023-11-28 10:57:15.306227,R6,R6,3,3,3,1,[],1.0,50.61570457061022,['Activity E'],{},{}
64,Activity F,2023-11-28 10:55:48.360201,2023-11-28 10:55:48.360201,2023-11-28 10:57:31.475581,R5,R5,2,2,3,1,[],1.0,103.11538027922857,"['Activity E', 'Activity F']",{},{}
65,Activity F,2023-11-28 10:57:31.475581,2023-11-28 10:57:31.475581,2023-11-28 10:58:31.828558,R5,R5,2,2,2,2,[],1.0,60.35297630346073,"['Activity E', 'Activity F']",{},{}
67,Activity E,2023-11-28 10:58:31.828558,2023-11-28 10:58:31.828558,2023-11-28 10:58:45.296723,R5,R5,2,2,2,1,[],1.0,13.468165418807798,['Activity E'],{},{}
66,Activity F,2023-11-28 10:57:15.306227,2023-11-28 10:57:15.306227,2023-11-28 10:59:00.355692,R6,R6,3,3,2,2,[],1.0,105.04946540568633,"['Activity E', 'Activity F']",{},{}
67,Activity F,2023-11-28 10:58:45.296723,2023-11-28 10:58:45.296723,2023-11-28 10:59:53.082282,R5,R5,2,2,2,2,[],1.0,67.78555917996971,"['Activity E', 'Activity F']",{},{}
